Class,DEM,NDVI,NDWI,SAVI,VALUE,blue,green,.geo
Rice,1,0.439063576,-0.136215121,0.282153116,1,0.063418218,0.101340438,"{""type"":""Point"",""coordinates"":[106.43929953338481,20.523828613977436]}"
Rice,3,0.403725002,-0.19329613,0.25237569,1,0.058557075,0.103477515,"{""type"":""Point"",""coordinates"":[106.43958937495326,20.52382415487638]}"
Rice,3,0.425974641,-0.195548255,0.268604067,1,0.061924955,0.101396109,"{""type"":""Point"",""coordinates"":[106.4398747574207,20.52382415487638]}"
Rice,1,0.467260589,-0.34470541,0.299312032,1,0.066145154,0.103611276,"{""type"":""Point"",""coordinates"":[106.01840498495004,20.52653974741793]}"
Rice,-3,0.472447353,-0.358990912,0.302194442,1,0.065192184,0.100151271,"{""type"":""Point"",""coordinates"":[106.01869036741746,20.52653974741793]}"
Rice,2,0.412872202,-0.158268104,0.261064141,1,0.06069414,0.104026481,"{""type"":""Point"",""coordinates"":[106.43843446778044,20.523565527015283]}"
Rice,1,0.444230382,-0.149098807,0.285645362,1,0.058590368,0.102361208,"{""type"":""Point"",""coordinates"":[106.43872430934888,20.52356106791423]}"
Rice,1,0.437628922,-0.147844291,0.280351247,1,0.061436678,0.100684056,"{""type"":""Point"",""coordinates"":[106.43900969181634,20.52356106791423]}"
Rice,2,0.437630656,-0.1478425,0.280354514,1,0.061437519,0.100685477,"{""type"":""Point"",""coordinates"":[106.43929953338481,20.523556608813177]}"
Rice,3,0.452314532,-0.193837802,0.287455731,1,0.065513501,0.09921532,"{""type"":""Point"",""coordinates"":[106.43958491585221,20.523556608813177]}"
Rice,3,0.44994334,-0.198554302,0.286053764,1,0.062835127,0.099768966,"{""type"":""Point"",""coordinates"":[106.4398747574207,20.52355214971212]}"
Rice,2,0.493126329,-0.356938438,0.307464042,1,0.057238011,0.093209568,"{""type"":""Point"",""coordinates"":[106.01782530181309,20.52627220135473]}"
Rice,5,0.469146159,-0.347431721,0.291376415,1,0.059674494,0.095638189,"{""type"":""Point"",""coordinates"":[106.01811514338158,20.52626774225367]}"
Rice,3,0.490437428,-0.301679894,0.307973478,1,0.062715841,0.104031376,"{""type"":""Point"",""coordinates"":[106.018400525849,20.52626774225367]}"
Rice,-1,0.462332744,-0.337815198,0.293168732,1,0.066146213,0.101095997,"{""type"":""Point"",""coordinates"":[106.01869036741746,20.52626774225367]}"
Rice,1,0.43253871,-0.183281955,0.274318031,1,0.057420104,0.103360965,"{""type"":""Point"",""coordinates"":[106.43843000867939,20.52329352185102]}"
Rice,0,0.428717432,-0.149142235,0.27027423,1,0.059710812,0.100713629,"{""type"":""Point"",""coordinates"":[106.43871985024785,20.52328906274997]}"
Rice,1,0.440053524,-0.143542571,0.281740843,1,0.061402629,0.10101926,"{""type"":""Point"",""coordinates"":[106.4390052327153,20.52328906274997]}"
Rice,1,0.440055257,-0.143540777,0.281744123,1,0.061403471,0.101020686,"{""type"":""Point"",""coordinates"":[106.43929507428376,20.52328460364892]}"
Rice,1,0.432373957,-0.144685731,0.274292944,1,0.062419943,0.100823451,"{""type"":""Point"",""coordinates"":[106.43958045675116,20.523284603648914]}"
Rice,2,0.45636161,-0.171049042,0.28803121,1,0.064654276,0.098934609,"{""type"":""Point"",""coordinates"":[106.43987029831965,20.523280144547858]}"
Rice,3,0.517079115,-0.344241743,0.319774723,1,0.056963278,0.092542049,"{""type"":""Point"",""coordinates"":[106.01782530181309,20.52600019619046]}"
Rice,6,0.484340303,-0.363476165,0.29496435,1,0.057857603,0.090624771,"{""type"":""Point"",""coordinates"":[106.01811514338158,20.526000196190463]}"
Rice,7,0.488053774,-0.318965714,0.302945065,1,0.06036424,0.095059926,"{""type"":""Point"",""coordinates"":[106.018400525849,20.52599573708941]}"
Rice,5,0.511006466,-0.310404389,0.320239978,1,0.05698563,0.097038666,"{""type"":""Point"",""coordinates"":[106.01869036741746,20.52599573708941]}"
Rice,-1,0.420391615,-0.156880324,0.264771148,1,0.061805575,0.101792841,"{""type"":""Point"",""coordinates"":[106.43871539114679,20.52302151668676]}"
Rice,0,0.416473184,-0.130555068,0.261585862,1,0.061261902,0.101415028,"{""type"":""Point"",""coordinates"":[106.4390052327153,20.523017057585708]}"
Rice,0,0.416474972,-0.130553267,0.261589025,1,0.061262743,0.101416459,"{""type"":""Point"",""coordinates"":[106.43929061518268,20.523017057585704]}"
Rice,0,0.412491325,-0.140086744,0.259554146,1,0.061707469,0.101966388,"{""type"":""Point"",""coordinates"":[106.43958045675116,20.52301259848466]}"
Rice,1,0.461014636,-0.157893045,0.292832787,1,0.066483489,0.098780634,"{""type"":""Point"",""coordinates"":[106.43986583921858,20.523012598484655]}"
Rice,1,0.442736695,-0.212312172,0.279572267,1,0.058464631,0.100998686,"{""type"":""Point"",""coordinates"":[106.44015568078706,20.523008139383602]}"
Rice,-1,0.385746719,-0.157596538,0.235855921,1,0.062315035,0.101685744,"{""type"":""Point"",""coordinates"":[106.43871539114679,20.522749511522502]}"
Rice,-1,0.421014715,-0.151203371,0.263285656,1,0.062344111,0.100507077,"{""type"":""Point"",""coordinates"":[106.43900077361423,20.522745052421445]}"
Rice,0,0.4210165,-0.151201581,0.263288833,1,0.062344967,0.100508495,"{""type"":""Point"",""coordinates"":[106.43929061518268,20.522745052421442]}"
Rice,0,0.341082433,-0.205973377,0.219182424,1,0.064042685,0.112865231,"{""type"":""Point"",""coordinates"":[106.43957599765011,20.522740593320396]}"
Rice,1,0.422601298,-0.155464859,0.26556326,1,0.063649015,0.102678159,"{""type"":""Point"",""coordinates"":[106.4398658392186,20.522740593320393]}"
Rice,1,0.442818635,-0.190225493,0.282094162,1,0.055474147,0.102872673,"{""type"":""Point"",""coordinates"":[106.44015122168601,20.52273613421934]}"
Rice,0,0.409435739,-0.189408773,0.257516228,1,0.062297062,0.104250509,"{""type"":""Point"",""coordinates"":[106.43871093204575,20.522477506358243]}"
Rice,0,0.445019821,-0.180829323,0.280871121,1,0.065504863,0.098989446,"{""type"":""Point"",""coordinates"":[106.43900077361423,20.522477506358243]}"
Rice,0,0.445021555,-0.180827549,0.280874406,1,0.065505762,0.098990843,"{""type"":""Point"",""coordinates"":[106.43928615608164,20.522473047257186]}"
Rice,0,0.349530543,-0.203454568,0.223221642,1,0.066124421,0.111803616,"{""type"":""Point"",""coordinates"":[106.43957599765011,20.522468588156134]}"
Rice,0,0.382697799,-0.191513794,0.243379711,1,0.061793934,0.107615289,"{""type"":""Point"",""coordinates"":[106.43986138011755,20.522468588156134]}"
Rice,2,0.416271743,-0.15355697,0.26487897,1,0.053582891,0.104426715,"{""type"":""Point"",""coordinates"":[106.44015122168601,20.52246412905508]}"
Rice,1,0.376262872,-0.209501901,0.228448383,1,0.062770134,0.102892379,"{""type"":""Point"",""coordinates"":[106.43899631451318,20.52220550119398]}"
Rice,1,0.376265122,-0.209500144,0.228451647,1,0.062771003,0.102893832,"{""type"":""Point"",""coordinates"":[106.43928615608164,20.522201042092927]}"
Rice,0,0.355698886,-0.199566264,0.218364184,1,0.063434154,0.10646748,"{""type"":""Point"",""coordinates"":[106.43957153854906,20.522201042092927]}"
Rice,0,0.333651595,-0.191861072,0.214633718,1,0.06400246,0.115140951,"{""type"":""Point"",""coordinates"":[106.43986138011755,20.522196582991874]}"
Rice,2,0.403951992,-0.168974718,0.254854578,1,0.063717781,0.102755785,"{""type"":""Point"",""coordinates"":[106.44014676258496,20.522196582991878]}"
Rice,2,0.433955796,-0.172868712,0.273208728,1,0.063058339,0.099628428,"{""type"":""Point"",""coordinates"":[106.44043660415342,20.52219212389082]}"
Rice,2,0.317951804,-0.194634421,0.195800291,1,0.063279525,0.110334907,"{""type"":""Point"",""coordinates"":[106.43899631451316,20.52193349602972]}"
Rice,1,0.359864684,-0.197045633,0.222548123,1,0.062626257,0.106436896,"{""type"":""Point"",""coordinates"":[106.43928169698059,20.52192903692866]}"
Rice,0,0.359866966,-0.197043866,0.222551355,1,0.062627125,0.106438398,"{""type"":""Point"",""coordinates"":[106.43957153854906,20.521929036928665]}"
Rice,1,0.328227866,-0.192352048,0.210850512,1,0.065177429,0.112964956,"{""type"":""Point"",""coordinates"":[106.43985692101647,20.521924577827615]}"
Rice,3,0.351445989,-0.218471598,0.217755429,1,0.06228035,0.107089785,"{""type"":""Point"",""coordinates"":[106.43899185541213,20.521661490865462]}"
Rice,1,0.393113866,-0.209229405,0.243895179,1,0.060490593,0.10362282,"{""type"":""Point"",""coordinates"":[106.43928169698059,20.521661490865462]}"
Rice,0,0.393116084,-0.209227651,0.243898557,1,0.060491427,0.103624282,"{""type"":""Point"",""coordinates"":[106.43956707944801,20.521657031764406]}"
Rice,2,0.547837093,-0.366485838,0.385672924,1,0.058986111,0.098245084,"{""type"":""Point"",""coordinates"":[106.31839100832063,20.51449125637152]}"
Rice,1,0.525157847,-0.346644888,0.364412752,1,0.059143442,0.095194603,"{""type"":""Point"",""coordinates"":[106.31867639078803,20.514486797270468]}"
Rice,1,0.534744233,-0.36015631,0.369260915,1,0.058512563,0.096815099,"{""type"":""Point"",""coordinates"":[106.31896623235649,20.514486797270468]}"
Rice,2,0.542456875,-0.344399401,0.375021665,1,0.053165103,0.095929339,"{""type"":""Point"",""coordinates"":[106.31925161482394,20.51448233816941]}"
Rice,4,0.541231031,-0.326149875,0.370359201,1,0.051040127,0.094896413,"{""type"":""Point"",""coordinates"":[106.3195414563924,20.51448233816941]}"
Rice,4,0.529560217,-0.339411115,0.366737682,1,0.057343708,0.098155341,"{""type"":""Point"",""coordinates"":[106.31838654921957,20.51421925120726]}"
Rice,3,0.511043282,-0.32600054,0.352415436,1,0.059484879,0.096181987,"{""type"":""Point"",""coordinates"":[106.31867639078803,20.51421925120726]}"
Rice,1,0.536600953,-0.38319179,0.376370179,1,0.058505885,0.098037848,"{""type"":""Point"",""coordinates"":[106.31896177325544,20.514214792106202]}"
Rice,4,0.533260496,-0.373718862,0.370557777,1,0.055279874,0.097348289,"{""type"":""Point"",""coordinates"":[106.31925161482394,20.514214792106202]}"
Rice,5,0.524694731,-0.339425614,0.355700387,1,0.057002657,0.094157117,"{""type"":""Point"",""coordinates"":[106.31838209011853,20.513947246043]}"
Rice,4,0.518260422,-0.335496199,0.349022139,1,0.058642721,0.092328364,"{""type"":""Point"",""coordinates"":[106.31867193168699,20.513947246043]}"
Rice,3,0.527844032,-0.335879198,0.356925075,1,0.058354798,0.094089789,"{""type"":""Point"",""coordinates"":[106.31896177325544,20.513942786941946]}"
Rice,4,0.566756486,-0.342901856,0.39549065,1,0.057202112,0.094964102,"{""type"":""Point"",""coordinates"":[106.31924715572289,20.513942786941943]}"
Rice,4,0.525552686,-0.33906679,0.353837121,1,0.058156401,0.0910945,"{""type"":""Point"",""coordinates"":[106.31866747258593,20.51367524087874]}"
Rice,4,0.516987883,-0.329151704,0.346969843,1,0.058105065,0.092808101,"{""type"":""Point"",""coordinates"":[106.31895731415439,20.51367078177769]}"
Rice,4,0.527937113,-0.361716671,0.353276901,1,0.057022089,0.091906833,"{""type"":""Point"",""coordinates"":[106.31924715572289,20.513670781777687]}"
Rice,1,0.536022146,-0.34262016,0.340446981,1,0.049442865,0.08575264,"{""type"":""Point"",""coordinates"":[106.40803231679804,20.502402633415628]}"
Rice,2,0.424482472,-0.323338753,0.269682366,1,0.066503184,0.102384639,"{""type"":""Point"",""coordinates"":[106.40745709276216,20.50213508735242]}"
Rice,2,0.537337945,-0.341600347,0.343435001,1,0.050427182,0.08604737,"{""type"":""Point"",""coordinates"":[106.40774247522955,20.50213508735242]}"
Rice,2,0.537339771,-0.341598651,0.343439009,1,0.050427938,0.08604859,"{""type"":""Point"",""coordinates"":[106.40803231679804,20.50213062825137]}"
Rice,0,0.438871684,-0.342880867,0.279408414,1,0.067549714,0.101187039,"{""type"":""Point"",""coordinates"":[106.40716725119367,20.501867541289215]}"
Rice,1,0.441303554,-0.333717097,0.284436052,1,0.068688451,0.10133445,"{""type"":""Point"",""coordinates"":[106.40745263366108,20.50186754128921]}"
Rice,3,0.543581288,-0.339088936,0.345722865,1,0.050919792,0.086244753,"{""type"":""Point"",""coordinates"":[106.40774247522955,20.501863082188162]}"
Rice,3,0.543583096,-0.339087237,0.345726888,1,0.050920556,0.086245976,"{""type"":""Point"",""coordinates"":[106.408027857697,20.50186308218816]}"
Rice,1,0.425367698,-0.312990557,0.273510439,1,0.068475955,0.100757112,"{""type"":""Point"",""coordinates"":[106.40745263366108,20.501595536124952]}"
Rice,3,0.541422111,-0.387336575,0.333868672,1,0.047577991,0.082366019,"{""type"":""Point"",""coordinates"":[106.09792859313721,20.50220197386822]}"
Rice,3,0.533878864,-0.381568202,0.332333876,1,0.045049752,0.080387481,"{""type"":""Point"",""coordinates"":[106.09821843470567,20.50220197386822]}"
Rice,2,0.55029484,-0.397468867,0.350958227,1,0.043500924,0.083529495,"{""type"":""Point"",""coordinates"":[106.09850381717308,20.502197514767165]}"
Rice,2,0.550009538,-0.383430592,0.350382309,1,0.04868573,0.088676228,"{""type"":""Point"",""coordinates"":[106.09879365874156,20.502197514767165]}"
Rice,-2,0.45330565,-0.371058137,0.276823001,1,0.05980934,0.088525752,"{""type"":""Point"",""coordinates"":[106.13394029324483,20.46971742269387]}"
Rice,0,0.492106576,-0.369566495,0.308048067,1,0.06018483,0.091568721,"{""type"":""Point"",""coordinates"":[106.13365045167636,20.469445417529606]}"
Rice,4,0.491208315,-0.404929627,0.305039645,1,0.060311534,0.087010136,"{""type"":""Point"",""coordinates"":[106.13393583414378,20.46944541752961]}"
Rice,2,0.471279725,-0.359841162,0.287409148,1,0.061706743,0.0922432,"{""type"":""Point"",""coordinates"":[106.13336061010787,20.469177871466403]}"
Rice,5,0.494412637,-0.354014106,0.301450792,1,0.062236352,0.09325894,"{""type"":""Point"",""coordinates"":[106.1336459925753,20.4691778714664]}"
Rice,8,0.469430414,-0.38907874,0.292513915,1,0.061033499,0.090500595,"{""type"":""Point"",""coordinates"":[106.13393583414378,20.46917341236535]}"
Rice,-10,0.503612123,-0.228023486,0.326681794,1,0.064378972,0.094986625,"{""type"":""Point"",""coordinates"":[105.93806536127012,20.468714124956843]}"
Rice,-9,0.496613849,-0.28667039,0.317800716,1,0.062032606,0.092267161,"{""type"":""Point"",""coordinates"":[105.93835074373753,20.468714124956843]}"
Rice,-4,0.497568343,-0.27249648,0.317966936,1,0.062887888,0.094263974,"{""type"":""Point"",""coordinates"":[105.938640585306,20.468714124956847]}"
Rice,13,0.404215603,-0.193992639,0.241238187,1,0.064762388,0.09342928,"{""type"":""Point"",""coordinates"":[105.93892596777341,20.46870966585579]}"
Rice,-9,0.470215952,-0.256729076,0.287004102,1,0.059026666,0.088770615,"{""type"":""Point"",""coordinates"":[105.93835074373753,20.468442119792584]}"
Rice,-3,0.468802983,-0.216144496,0.287077315,1,0.060880954,0.090803715,"{""type"":""Point"",""coordinates"":[105.93863612620495,20.468442119792584]}"
Rice,4,0.438217085,-0.198683323,0.264773235,1,0.063517315,0.093905587,"{""type"":""Point"",""coordinates"":[105.93892596777341,20.468437660691528]}"
Rice,-5,0.470782787,-0.242517036,0.287264079,1,0.057124729,0.08661823,"{""type"":""Point"",""coordinates"":[105.93834628463647,20.468170114628325]}"
Rice,-7,0.431096093,-0.185813417,0.256426368,1,0.060467496,0.088820113,"{""type"":""Point"",""coordinates"":[105.93863612620494,20.468170114628325]}"
Rice,-2,0.433939544,-0.189705939,0.262414798,1,0.062686334,0.092662594,"{""type"":""Point"",""coordinates"":[105.93892150867237,20.468170114628325]}"
Rice,2,0.600850075,-0.368274559,0.383448998,1,0.048596289,0.084471595,"{""type"":""Point"",""coordinates"":[106.38665538634783,20.460295342167935]}"
Rice,0,0.613220093,-0.387998079,0.390612983,1,0.04798797,0.082454274,"{""type"":""Point"",""coordinates"":[106.38636554477934,20.460027796104733]}"
Rice,1,0.60585072,-0.382204378,0.388248135,1,0.049166663,0.083734739,"{""type"":""Point"",""coordinates"":[106.38665538634783,20.46002333700368]}"
Rice,3,0.612134925,-0.368581434,0.394975009,1,0.049951249,0.083096914,"{""type"":""Point"",""coordinates"":[106.38694076881525,20.46002333700368]}"
Rice,0,0.609859261,-0.36504546,0.38716557,1,0.048187187,0.083490013,"{""type"":""Point"",""coordinates"":[106.38636554477934,20.459755790940466]}"
Rice,-1,0.615004458,-0.360016674,0.396986173,1,0.048825448,0.083590128,"{""type"":""Point"",""coordinates"":[106.38665092724676,20.459751331839417]}"
Rice,4,0.613275012,-0.309177638,0.364648424,1,0.043533756,0.080530255,"{""type"":""Point"",""coordinates"":[106.45103142825641,20.45597447324715]}"
Rice,8,0.606840057,-0.30996445,0.353150105,1,0.042744157,0.076490403,"{""type"":""Point"",""coordinates"":[106.45132126982487,20.45597447324715]}"
Rice,6,0.568794391,-0.299809875,0.337094678,1,0.046303145,0.078330356,"{""type"":""Point"",""coordinates"":[106.45160665229234,20.455970014146097]}"
Rice,4,0.6064496,-0.355416957,0.397441011,1,0.048799799,0.084214866,"{""type"":""Point"",""coordinates"":[106.45189649386079,20.455970014146093]}"
Rice,2,0.611940457,-0.307434053,0.360698169,1,0.043092029,0.078412406,"{""type"":""Point"",""coordinates"":[106.45103142825641,20.455702468082887]}"
Rice,6,0.598367963,-0.294529449,0.345199922,1,0.042206288,0.075850622,"{""type"":""Point"",""coordinates"":[106.45131681072384,20.455702468082887]}"
Rice,5,0.605244765,-0.302899824,0.353732366,1,0.04323974,0.077375981,"{""type"":""Point"",""coordinates"":[106.45160219319126,20.455698008981837]}"
Rice,3,0.587555299,-0.340840497,0.374923251,1,0.047713311,0.081645167,"{""type"":""Point"",""coordinates"":[106.45189203475972,20.455698008981837]}"
Rice,2,0.594924108,-0.335497843,0.384698784,1,0.048405531,0.083919764,"{""type"":""Point"",""coordinates"":[106.45217741722715,20.45569354988078]}"
Rice,-2,0.593196594,-0.311289437,0.389603482,1,0.048998984,0.08728174,"{""type"":""Point"",""coordinates"":[106.45246725879562,20.455693549880777]}"
Rice,-2,0.594652396,-0.319330057,0.392172545,1,0.050185192,0.087579516,"{""type"":""Point"",""coordinates"":[106.45275264126303,20.455689090779728]}"
Rice,1,0.593359479,-0.309895292,0.344617286,1,0.043782308,0.0780667,"{""type"":""Point"",""coordinates"":[106.45102696915538,20.45543492201968]}"
Rice,4,0.591573648,-0.31132311,0.342334318,1,0.043487504,0.076835985,"{""type"":""Point"",""coordinates"":[106.45131235162276,20.455430462918628]}"
Rice,4,0.608923385,-0.327269271,0.36180976,1,0.044076009,0.078309893,"{""type"":""Point"",""coordinates"":[106.45160219319125,20.455430462918628]}"
Rice,3,0.594042894,-0.349158182,0.377076234,1,0.047812244,0.080261585,"{""type"":""Point"",""coordinates"":[106.45188757565867,20.45542600381758]}"
Rice,3,0.602095797,-0.338223369,0.385433579,1,0.047812958,0.080855792,"{""type"":""Point"",""coordinates"":[106.45217741722715,20.45542600381758]}"
Rice,0,0.603615705,-0.317378583,0.389913279,1,0.047813672,0.083130416,"{""type"":""Point"",""coordinates"":[106.45246279969457,20.45542154471652]}"
Rice,2,0.596368304,-0.304953853,0.351029273,1,0.045260877,0.079791224,"{""type"":""Point"",""coordinates"":[106.45131235162276,20.45515845775437]}"
Rice,2,0.595117569,-0.321526816,0.35348163,1,0.045507639,0.081171252,"{""type"":""Point"",""coordinates"":[106.4515977340902,20.45515845775437]}"
Rice,4,0.573223326,-0.328595669,0.360511721,1,0.050084467,0.083227158,"{""type"":""Point"",""coordinates"":[106.45188757565867,20.45515399865332]}"
Rice,5,0.573836872,-0.318727679,0.359577302,1,0.049492491,0.082931794,"{""type"":""Point"",""coordinates"":[106.45217295812611,20.455153998653316]}"
Rice,2,0.60202693,-0.316138375,0.390042899,1,0.048801708,0.085008759,"{""type"":""Point"",""coordinates"":[106.45246279969457,20.455149539552263]}"
Rice,36,0.66941801,-0.424172816,0.418418999,1,0.037009857,0.064355069,"{""type"":""Point"",""coordinates"":[105.50953683183185,21.50487097764501]}"
Rice,51,0.668421765,-0.378573343,0.424258673,1,0.039049536,0.07451165,"{""type"":""Point"",""coordinates"":[105.44602585552764,21.479030487040294]}"
Rice,50,0.674563803,-0.381159119,0.425270014,1,0.038662702,0.071920063,"{""type"":""Point"",""coordinates"":[105.4463156970961,21.47903048704029]}"
Rice,51,0.675247197,-0.377898039,0.412790734,1,0.03220596,0.068510914,"{""type"":""Point"",""coordinates"":[105.44602585552764,21.478762940977084]}"
Rice,51,0.678161745,-0.376260905,0.418125181,1,0.03335817,0.069987497,"{""type"":""Point"",""coordinates"":[105.4463156970961,21.47875848187603]}"
Rice,20,0.710742783,-0.219859913,0.469632862,1,0.034989457,0.080907246,"{""type"":""Point"",""coordinates"":[105.53311655820247,21.458179730514374]}"
Rice,21,0.544446283,-0.284107875,0.299734744,1,0.036850592,0.069770514,"{""type"":""Point"",""coordinates"":[105.52352503183653,21.447905961687237]}"
Rice,21,0.589165903,-0.316167847,0.362841943,1,0.04019766,0.075795446,"{""type"":""Point"",""coordinates"":[105.52352503183653,21.44763841562403]}"
Rice,24,0.471501249,-0.192793073,0.23508552,1,0.035456726,0.064025422,"{""type"":""Point"",""coordinates"":[105.4129170302058,21.44387939343598]}"
Rice,23,0.457705186,-0.197041384,0.230544549,1,0.033659416,0.063227231,"{""type"":""Point"",""coordinates"":[105.41320687177426,21.443879393435978]}"
Rice,23,0.475404021,-0.183715627,0.223144769,1,0.034458053,0.060150379,"{""type"":""Point"",""coordinates"":[105.4129170302058,21.44361184737277]}"
Rice,21,0.441576406,-0.124082013,0.205840296,1,0.031160363,0.061429482,"{""type"":""Point"",""coordinates"":[105.41320687177428,21.44360738827172]}"
Rice,19,0.702670217,-0.450198462,0.447838249,1,0.03520247,0.064873206,"{""type"":""Point"",""coordinates"":[105.51938252695787,21.422712040735274]}"
Rice,22,0.477937188,-0.14521991,0.241621637,1,0.032829445,0.071308061,"{""type"":""Point"",""coordinates"":[105.44643163372349,21.42075449537281]}"
Rice,17,0.640483659,-0.280084817,0.375460597,1,0.038365067,0.069188588,"{""type"":""Point"",""coordinates"":[105.43453921121395,21.41265676785975]}"
Rice,18,0.595726219,-0.305645318,0.339438256,1,0.041120145,0.070918538,"{""type"":""Point"",""coordinates"":[105.4345347521129,21.412384762695485]}"
Rice,17,0.441374796,-0.133772587,0.248070238,1,0.059621526,0.083109896,"{""type"":""Point"",""coordinates"":[105.51499923062234,21.410257771492994]}"
Rice,19,0.396145914,-0.215134093,0.220732581,1,0.052982858,0.087242789,"{""type"":""Point"",""coordinates"":[105.47732428582177,21.39681804091791]}"
Rice,14,0.684914088,-0.351816204,0.451910702,1,0.047143611,0.082790983,"{""type"":""Point"",""coordinates"":[105.51643506116153,21.32460289935735]}"
Rice,15,0.697338208,-0.392374029,0.469397174,1,0.047042154,0.083339848,"{""type"":""Point"",""coordinates"":[105.51672490273002,21.32460289935735]}"
Rice,11,0.562116799,-0.421121813,0.350631274,1,0.047159206,0.079797289,"{""type"":""Point"",""coordinates"":[105.84299286770957,21.319488310449053]}"
Rice,12,0.538588784,-0.405283305,0.338901189,1,0.047366239,0.083388658,"{""type"":""Point"",""coordinates"":[105.84328270927807,21.319488310449053]}"
Rice,12,0.551581567,-0.401474102,0.354180005,1,0.048875698,0.080147555,"{""type"":""Point"",""coordinates"":[105.84357255084655,21.319483851347997]}"
Rice,11,0.530260976,-0.393111768,0.33189003,1,0.048953065,0.084487978,"{""type"":""Point"",""coordinates"":[105.84299286770958,21.31921630528479]}"
Rice,12,0.504067711,-0.420493657,0.320008992,1,0.050596522,0.089766793,"{""type"":""Point"",""coordinates"":[105.84328270927807,21.31921630528479]}"
Rice,12,0.510156474,-0.388180854,0.3217039,1,0.050834947,0.084195492,"{""type"":""Point"",""coordinates"":[105.84357255084655,21.31921630528479]}"
Rice,13,0.542046875,-0.396846646,0.338090691,1,0.046535885,0.08191371,"{""type"":""Point"",""coordinates"":[105.84299286770957,21.318944300120535]}"
Rice,12,0.53392417,-0.397178695,0.331478479,1,0.046528721,0.083267701,"{""type"":""Point"",""coordinates"":[105.84328270927807,21.318944300120535]}"
Rice,12,0.510942802,-0.394357298,0.318839861,1,0.050943388,0.080355668,"{""type"":""Point"",""coordinates"":[105.8435680917455,21.318944300120535]}"
Rice,16,0.579854083,-0.414348935,0.360383492,1,0.043811858,0.07768382,"{""type"":""Point"",""coordinates"":[105.84270302614111,21.318676754057325]}"
Rice,15,0.548320295,-0.396051287,0.345807307,1,0.045338433,0.081366597,"{""type"":""Point"",""coordinates"":[105.84298840860853,21.31867675405733]}"
Rice,14,0.563141005,-0.394424405,0.352163903,1,0.043740529,0.079418281,"{""type"":""Point"",""coordinates"":[105.84327825017702,21.31867229495627]}"
Rice,11,0.512442555,-0.382448455,0.319372764,1,0.050271516,0.079840213,"{""type"":""Point"",""coordinates"":[105.8435680917455,21.31867229495627]}"
Rice,14,0.678496215,-0.354514338,0.435280676,1,0.041204302,0.078482441,"{""type"":""Point"",""coordinates"":[105.53894460327933,21.310164330146293]}"
Rice,16,0.611017378,-0.375694258,0.379852422,1,0.04487722,0.078804423,"{""type"":""Point"",""coordinates"":[105.53923444484779,21.310164330146296]}"
Rice,14,0.566842347,-0.364380297,0.362064355,1,0.050388029,0.085329266,"{""type"":""Point"",""coordinates"":[105.53865476171084,21.30989678408309]}"
Rice,15,0.686576594,-0.380741078,0.436559464,1,0.037201319,0.075825113,"{""type"":""Point"",""coordinates"":[105.53894460327933,21.309896784083087]}"
Rice,16,0.623794891,-0.380920715,0.377113191,1,0.039767394,0.075109833,"{""type"":""Point"",""coordinates"":[105.5392344448478,21.30989678408309]}"
Rice,16,0.57054402,-0.39784861,0.343357007,1,0.045639803,0.081883633,"{""type"":""Point"",""coordinates"":[105.53952428641627,21.309892324982034]}"
Rice,14,0.572641075,-0.313831676,0.357452435,1,0.047720614,0.085650004,"{""type"":""Point"",""coordinates"":[105.53865476171084,21.30962477891883]}"
Rice,15,0.64771833,-0.356928672,0.401651708,1,0.038894391,0.074137296,"{""type"":""Point"",""coordinates"":[105.53894460327933,21.30962477891883]}"
Rice,15,0.6437991,-0.36600737,0.397619653,1,0.039870473,0.075775181,"{""type"":""Point"",""coordinates"":[105.53923444484779,21.30962477891883]}"
Rice,14,0.64032235,-0.391092826,0.405085821,1,0.042077945,0.077157168,"{""type"":""Point"",""coordinates"":[105.53951982731522,21.30962477891883]}"
Rice,15,0.590796458,-0.39575427,0.369035062,1,0.04719013,0.084547451,"{""type"":""Point"",""coordinates"":[105.53980966888369,21.309620319817775]}"
Rice,13,0.637932238,-0.346509583,0.40133048,1,0.043009313,0.080790319,"{""type"":""Point"",""coordinates"":[105.53865476171084,21.309352773754572]}"
Rice,14,0.643009027,-0.356079715,0.390266062,1,0.039972959,0.072727967,"{""type"":""Point"",""coordinates"":[105.53894014417827,21.309352773754572]}"
Rice,13,0.639095224,-0.350356819,0.393376258,1,0.041564292,0.075061353,"{""type"":""Point"",""coordinates"":[105.53922998574676,21.309352773754572]}"
Rice,12,0.628756556,-0.332453653,0.387157389,1,0.043296908,0.078412153,"{""type"":""Point"",""coordinates"":[105.53894014417828,21.30908076859031]}"
Rice,6,0.404670547,-0.337577859,0.246401563,1,0.063422823,0.098397479,"{""type"":""Point"",""coordinates"":[105.90355191911645,21.289090618567705]}"
Rice,6,0.40937906,-0.346042434,0.250444244,1,0.062107591,0.098662562,"{""type"":""Point"",""coordinates"":[105.90326207754796,21.28881861340345]}"
Rice,6,0.359108348,-0.329693389,0.217617132,1,0.064049949,0.100473636,"{""type"":""Point"",""coordinates"":[105.90355191911644,21.28881861340345]}"
Rice,7,0.377957829,-0.327733905,0.233899598,1,0.064094394,0.101002694,"{""type"":""Point"",""coordinates"":[105.90325761844691,21.288546608239187]}"
