"Value","Class","Type"
0.049791552,"BI-Urban","Non-rice"
0.054393908,"BI-Urban","Non-rice"
0.044649673,"BI-Urban","Non-rice"
0.010365941,"BI-Urban","Non-rice"
0.007780187,"BI-Urban","Non-rice"
0.046805685,"BI-Urban","Non-rice"
0.033506792,"BI-Urban","Non-rice"
0.051903527,"BI-Urban","Non-rice"
0.018890739,"BI-Urban","Non-rice"
0.018888125,"BI-Urban","Non-rice"
-0.018531345,"BI-Urban","Non-rice"
-0.018533128,"BI-Urban","Non-rice"
-0.006242243,"BI-Urban","Non-rice"
-0.088610765,"BI-Urban","Non-rice"
-0.13186172,"BI-Urban","Non-rice"
-0.01691032,"BI-Urban","Non-rice"
0.042711249,"BI-Urban","Non-rice"
0.073766836,"BI-Urban","Non-rice"
-0.017246374,"BI-Urban","Non-rice"
0.039590431,"BI-Urban","Non-rice"
0.047934294,"BI-Urban","Non-rice"
0.03905409,"BI-Urban","Non-rice"
0.047946096,"BI-Urban","Non-rice"
0.01443315,"BI-Urban","Non-rice"
0.01953441,"BI-Urban","Non-rice"
-0.005258431,"BI-Urban","Non-rice"
-0.005260203,"BI-Urban","Non-rice"
-0.062529943,"BI-Urban","Non-rice"
-0.062532034,"BI-Urban","Non-rice"
-0.106672214,"BI-Urban","Non-rice"
-0.073597222,"BI-Urban","Non-rice"
-0.053470184,"BI-Urban","Non-rice"
-0.032117094,"BI-Urban","Non-rice"
0.041471549,"BI-Urban","Non-rice"
0.033351248,"BI-Urban","Non-rice"
0.007751492,"BI-Urban","Non-rice"
0.023853824,"BI-Urban","Non-rice"
0.05256088,"BI-Urban","Non-rice"
0.033321279,"BI-Urban","Non-rice"
0.070403406,"BI-Urban","Non-rice"
0.051931436,"BI-Urban","Non-rice"
0.015967508,"BI-Urban","Non-rice"
0.02121027,"BI-Urban","Non-rice"
0.02120819,"BI-Urban","Non-rice"
-0.037144978,"BI-Urban","Non-rice"
-0.037147658,"BI-Urban","Non-rice"
-0.00395472,"BI-Urban","Non-rice"
0.065300297,"BI-Urban","Non-rice"
0.089829409,"BI-Urban","Non-rice"
-0.012310901,"BI-Urban","Non-rice"
-0.027055643,"BI-Urban","Non-rice"
0.090739688,"BI-Urban","Non-rice"
0.058631706,"BI-Urban","Non-rice"
0.029467669,"BI-Urban","Non-rice"
0.036936405,"BI-Urban","Non-rice"
0.024671203,"BI-Urban","Non-rice"
0.029002872,"BI-Urban","Non-rice"
0.044936862,"BI-Urban","Non-rice"
0.027515683,"BI-Urban","Non-rice"
-0.000355,"BI-Urban","Non-rice"
-0.000357,"BI-Urban","Non-rice"
-0.022449502,"BI-Urban","Non-rice"
-0.022452005,"BI-Urban","Non-rice"
0.044228502,"BI-Urban","Non-rice"
0.077390856,"BI-Urban","Non-rice"
0.097275821,"BI-Urban","Non-rice"
0.003346222,"BI-Urban","Non-rice"
-0.074025866,"BI-Urban","Non-rice"
0.097853541,"BI-Urban","Non-rice"
0.082660365,"BI-Urban","Non-rice"
0.067104099,"BI-Urban","Non-rice"
0.011864063,"BI-Urban","Non-rice"
0.068403456,"BI-Urban","Non-rice"
0.043240564,"BI-Urban","Non-rice"
0.029642409,"BI-Urban","Non-rice"
0.016910428,"BI-Urban","Non-rice"
0.019646269,"BI-Urban","Non-rice"
0.051870299,"BI-Urban","Non-rice"
0.051868767,"BI-Urban","Non-rice"
-0.040573816,"BI-Urban","Non-rice"
-0.040575743,"BI-Urban","Non-rice"
0.018637348,"BI-Urban","Non-rice"
0.060411669,"BI-Urban","Non-rice"
0.058066829,"BI-Urban","Non-rice"
0.009741692,"BI-Urban","Non-rice"
-0.065995121,"BI-Urban","Non-rice"
0.072380284,"BI-Urban","Non-rice"
0.012924891,"BI-Urban","Non-rice"
0.064354267,"BI-Urban","Non-rice"
0.057357547,"BI-Urban","Non-rice"
0.060508255,"BI-Urban","Non-rice"
0.054810638,"BI-Urban","Non-rice"
0.075959478,"BI-Urban","Non-rice"
0.0707322,"BI-Urban","Non-rice"
0.084654148,"BI-Urban","Non-rice"
0.081142644,"BI-Urban","Non-rice"
0.081141337,"BI-Urban","Non-rice"
-0.009843342,"BI-Urban","Non-rice"
0.00818344,"BI-Urban","Non-rice"
0.008180909,"BI-Urban","Non-rice"
-0.020186237,"BI-Urban","Non-rice"
0.022371932,"BI-Urban","Non-rice"
0.055800234,"BI-Urban","Non-rice"
0.003627302,"BI-Urban","Non-rice"
0.073267689,"BI-Urban","Non-rice"
0.023060466,"BI-Urban","Non-rice"
-0.015255078,"BI-Urban","Non-rice"
0.037499725,"BI-Urban","Non-rice"
0.03983674,"BI-Urban","Non-rice"
0.040909154,"BI-Urban","Non-rice"
0.064952924,"BI-Urban","Non-rice"
0.055724267,"BI-Urban","Non-rice"
-0.004482065,"BI-Urban","Non-rice"
-0.045501703,"BI-Urban","Non-rice"
-0.045503668,"BI-Urban","Non-rice"
0.013424966,"BI-Urban","Non-rice"
-0.016576642,"BI-Urban","Non-rice"
0.073713744,"BI-Urban","Non-rice"
0.059971689,"BI-Urban","Non-rice"
-0.007218866,"BI-Urban","Non-rice"
-0.060435474,"BI-Urban","Non-rice"
0.037030344,"BI-Urban","Non-rice"
0.033312898,"BI-Urban","Non-rice"
0.024807142,"BI-Urban","Non-rice"
0.044258395,"BI-Urban","Non-rice"
0.027749429,"BI-Urban","Non-rice"
-0.013946261,"BI-Urban","Non-rice"
-0.044464505,"BI-Urban","Non-rice"
-0.051492986,"BI-Urban","Non-rice"
-0.03657148,"BI-Urban","Non-rice"
-0.036573653,"BI-Urban","Non-rice"
0.005266888,"BI-Urban","Non-rice"
0.028243735,"BI-Urban","Non-rice"
-0.053297355,"BI-Urban","Non-rice"
0.007348954,"BI-Urban","Non-rice"
0.050774033,"BI-Urban","Non-rice"
0.014660501,"BI-Urban","Non-rice"
-0.038881034,"BI-Urban","Non-rice"
-0.025004786,"BI-Urban","Non-rice"
-0.067469804,"BI-Urban","Non-rice"
-0.047005138,"BI-Urban","Non-rice"
-0.036057187,"BI-Urban","Non-rice"
-0.015647301,"BI-Urban","Non-rice"
-0.01564861,"BI-Urban","Non-rice"
0.000148,"BI-Urban","Non-rice"
0.015094588,"BI-Urban","Non-rice"
-0.015237186,"BI-Urban","Non-rice"
-0.019080817,"BI-Urban","Non-rice"
0.032573071,"BI-Urban","Non-rice"
0.045315316,"BI-Urban","Non-rice"
0.085122327,"BI-Urban","Non-rice"
-0.011234325,"BI-Urban","Non-rice"
-0.028755215,"BI-Urban","Non-rice"
0.015400371,"BI-Urban","Non-rice"
0.015398944,"BI-Urban","Non-rice"
-0.007878526,"BI-Urban","Non-rice"
0.029670486,"BI-Urban","Non-rice"
-0.009576822,"BI-Urban","Non-rice"
0.067036726,"BI-Urban","Non-rice"
0.026890222,"BI-Urban","Non-rice"
-0.000854,"BI-Urban","Non-rice"
0.008676822,"BI-Urban","Non-rice"
0.028477976,"BI-Urban","Non-rice"
0.054710423,"BI-Urban","Non-rice"
0.049601795,"BI-Urban","Non-rice"
-0.029172088,"BI-Urban","Non-rice"
-0.121272275,"BI-Urban","Non-rice"
-0.020370354,"BI-Urban","Non-rice"
0.059608381,"BI-Urban","Non-rice"
0.017345567,"BI-Urban","Non-rice"
0.061238664,"BI-Urban","Non-rice"
-0.078628723,"BI-Urban","Non-rice"
-0.002736744,"BI-Urban","Non-rice"
-0.042929724,"BI-Urban","Non-rice"
0.067764421,"BI-Urban","Non-rice"
0.071445023,"BI-Urban","Non-rice"
0.057902165,"BI-Urban","Non-rice"
0.015932575,"BI-Urban","Non-rice"
-0.093888972,"BI-Urban","Non-rice"
-0.024965027,"BI-Urban","Non-rice"
0.069080165,"BI-Urban","Non-rice"
0.081601806,"BI-Urban","Non-rice"
0.014207113,"BI-Urban","Non-rice"
0.086528171,"BI-Urban","Non-rice"
0.067377864,"BI-Urban","Non-rice"
-0.012043865,"BI-Urban","Non-rice"
-0.096390528,"BI-Urban","Non-rice"
-0.028209002,"BI-Urban","Non-rice"
0.004100992,"BI-Urban","Non-rice"
0.026476374,"BI-Urban","Non-rice"
-0.000364,"BI-Urban","Non-rice"
0.089644226,"BI-Urban","Non-rice"
0.138369243,"BI-Urban","Non-rice"
0.026803701,"BI-Urban","Non-rice"
0.035839153,"BI-Urban","Non-rice"
0.05681642,"BI-Urban","Non-rice"
0.006730091,"BI-Urban","Non-rice"
0.05531533,"BI-Urban","Non-rice"
-0.038666064,"BI-Urban","Non-rice"
-0.013371835,"BI-Urban","Non-rice"
-0.013374389,"BI-Urban","Non-rice"
0.056532167,"BI-Urban","Non-rice"
0.106988784,"BI-Urban","Non-rice"
0.073967632,"BI-Urban","Non-rice"
0.028828025,"BI-Urban","Non-rice"
0.101036272,"BI-Urban","Non-rice"
0.06927055,"BI-Urban","Non-rice"
-0.048904715,"BI-Urban","Non-rice"
0.015949532,"BI-Urban","Non-rice"
0.0581569,"BI-Urban","Non-rice"
0.091053615,"BI-Urban","Non-rice"
0.03092659,"BI-Urban","Non-rice"
0.081453536,"BI-Urban","Non-rice"
0.087870515,"BI-Urban","Non-rice"
0.031435319,"BI-Urban","Non-rice"
0.03143312,"BI-Urban","Non-rice"
0.042607542,"BI-Urban","Non-rice"
0.057284524,"BI-Urban","Non-rice"
0.085475974,"BI-Urban","Non-rice"
0.010360777,"BI-Urban","Non-rice"
0.023767682,"BI-Urban","Non-rice"
0.037004727,"BI-Urban","Non-rice"
-0.003386837,"BI-Urban","Non-rice"
-0.006172427,"BI-Urban","Non-rice"
0.024989872,"BI-Urban","Non-rice"
0.0546386,"BI-Urban","Non-rice"
0.015517647,"BI-Urban","Non-rice"
0.112756975,"BI-Urban","Non-rice"
-0.005387116,"BI-Urban","Non-rice"
0.066653262,"BI-Urban","Non-rice"
0.067383951,"BI-Urban","Non-rice"
0.037220191,"BI-Urban","Non-rice"
0.037218069,"BI-Urban","Non-rice"
0.06799494,"BI-Urban","Non-rice"
-0.002597724,"BI-Urban","Non-rice"
0.07391643,"BI-Urban","Non-rice"
0.101943529,"BI-Urban","Non-rice"
-0.012785893,"BI-Urban","Non-rice"
0.018374708,"BI-Urban","Non-rice"
-0.005919233,"BI-Urban","Non-rice"
-0.044047969,"BI-Urban","Non-rice"
-0.037612699,"BI-Urban","Non-rice"
0.000814,"BI-Urban","Non-rice"
-0.027504951,"BI-Urban","Non-rice"
-0.021018514,"BI-Urban","Non-rice"
0.006111029,"BI-Urban","Non-rice"
0.017066427,"BI-Urban","Non-rice"
0.024292573,"BI-Urban","Non-rice"
0.04007441,"BI-Urban","Non-rice"
0.045729507,"BI-Urban","Non-rice"
0.02484375,"BI-Urban","Non-rice"
0.075042901,"BI-Urban","Non-rice"
0.075040768,"BI-Urban","Non-rice"
0.042441902,"BI-Urban","Non-rice"
-0.023236094,"BI-Urban","Non-rice"
0.013907996,"BI-Urban","Non-rice"
0.049798157,"BI-Urban","Non-rice"
-0.001101159,"BI-Urban","Non-rice"
0.004889187,"BI-Urban","Non-rice"
0.035655216,"BI-Urban","Non-rice"
0.020429478,"BI-Urban","Non-rice"
-0.054100961,"BI-Urban","Non-rice"
-0.053233234,"BI-Urban","Non-rice"
-0.055497493,"BI-Urban","Non-rice"
-0.053153455,"BI-Urban","Non-rice"
0.056927153,"BI-Urban","Non-rice"
0.098385184,"BI-Urban","Non-rice"
0.049611935,"BI-Urban","Non-rice"
0.058838399,"BI-Urban","Non-rice"
0.072168722,"BI-Urban","Non-rice"
0.052424871,"BI-Urban","Non-rice"
0.028276103,"BI-Urban","Non-rice"
0.022308213,"BI-Urban","Non-rice"
0.068049667,"BI-Urban","Non-rice"
0.068047487,"BI-Urban","Non-rice"
0.040352064,"BI-Urban","Non-rice"
-0.021442399,"BI-Urban","Non-rice"
0.018349776,"BI-Urban","Non-rice"
0.098989245,"BI-Urban","Non-rice"
0.026466324,"BI-Urban","Non-rice"
-0.021410012,"BI-Urban","Non-rice"
0.010447857,"BI-Urban","Non-rice"
0.061269969,"BI-Urban","Non-rice"
0.036990884,"BI-Urban","Non-rice"
-0.026991739,"BI-Urban","Non-rice"
-0.167714212,"BI-Urban","Non-rice"
-0.065598934,"BI-Urban","Non-rice"
0.088712024,"BI-Urban","Non-rice"
0.061286379,"BI-Urban","Non-rice"
0.061284606,"BI-Urban","Non-rice"
0.030481666,"BI-Urban","Non-rice"
0.086807402,"BI-Urban","Non-rice"
0.052455195,"BI-Urban","Non-rice"
0.047802084,"BI-Urban","Non-rice"
0.058352791,"BI-Urban","Non-rice"
0.057940253,"BI-Urban","Non-rice"
0.001461327,"BI-Urban","Non-rice"
0.048632426,"BI-Urban","Non-rice"
0.048630277,"BI-Urban","Non-rice"
0.093699619,"BI-Urban","Non-rice"
0.056694111,"BI-Urban","Non-rice"
0.01694062,"BI-Urban","Non-rice"
0.075467603,"BI-Urban","Non-rice"
0.031350958,"BI-Urban","Non-rice"
-0.05890966,"BI-Urban","Non-rice"
-0.057003609,"BI-Urban","Non-rice"
0.06893874,"BI-Urban","Non-rice"
0.101044514,"BI-Urban","Non-rice"
0.008856648,"BI-Urban","Non-rice"
-0.103964557,"BI-Urban","Non-rice"
0.065374646,"BI-Urban","Non-rice"
0.089516362,"BI-Urban","Non-rice"
0.068857029,"BI-Urban","Non-rice"
0.068855189,"BI-Urban","Non-rice"
-0.047293301,"BI-Urban","Non-rice"
0.083582911,"BI-Urban","Non-rice"
0.070728533,"BI-Urban","Non-rice"
0.043946548,"BI-Urban","Non-rice"
0.035399724,"BI-Urban","Non-rice"
0.00550792,"BI-Urban","Non-rice"
0.066733575,"BI-Urban","Non-rice"
0.072025293,"BI-Urban","Non-rice"
0.077514244,"BI-Urban","Non-rice"
0.077512059,"BI-Urban","Non-rice"
0.109960253,"BI-Urban","Non-rice"
0.028129181,"BI-Urban","Non-rice"
0.025473352,"BI-Urban","Non-rice"
-0.036654068,"BI-Urban","Non-rice"
0.050315142,"BI-Urban","Non-rice"
0.028621439,"BI-Urban","Non-rice"
0.016924453,"BI-Urban","Non-rice"
0.037195706,"BI-Urban","Non-rice"
0.069400923,"BI-Urban","Non-rice"
0.051302079,"BI-Urban","Non-rice"
0.015679699,"BI-Urban","Non-rice"
-0.027732529,"BI-Urban","Non-rice"
0.062545722,"BI-Urban","Non-rice"
0.042782213,"BI-Urban","Non-rice"
0.045080092,"BI-Urban","Non-rice"
-0.018474441,"BI-Urban","Non-rice"
0.046284669,"BI-Urban","Non-rice"
0.02168025,"BI-Urban","Non-rice"
0.077453387,"BI-Urban","Non-rice"
0.069865515,"BI-Urban","Non-rice"
0.074615474,"BI-Urban","Non-rice"
0.074613286,"BI-Urban","Non-rice"
0.07020929,"BI-Urban","Non-rice"
0.037039366,"BI-Urban","Non-rice"
0.009440112,"BI-Urban","Non-rice"
-0.061114305,"BI-Urban","Non-rice"
-0.052833787,"BI-Urban","Non-rice"
0.069790195,"BI-Urban","Non-rice"
0.055959333,"BI-Urban","Non-rice"
0.002498604,"BI-Urban","Non-rice"
0.023349216,"BI-Urban","Non-rice"
0.00865167,"BI-Urban","Non-rice"
-0.020774428,"BI-Urban","Non-rice"
-0.076233824,"BI-Urban","Non-rice"
0.026581031,"BI-Urban","Non-rice"
-0.061577189,"BI-Urban","Non-rice"
0.074324696,"BI-Urban","Non-rice"
0.077209052,"BI-Urban","Non-rice"
0.070062186,"BI-Urban","Non-rice"
0.052937779,"BI-Urban","Non-rice"
0.08031809,"BI-Urban","Non-rice"
0.018780375,"BI-Urban","Non-rice"
0.018778265,"BI-Urban","Non-rice"
0.001305928,"BI-Urban","Non-rice"
-0.036429628,"BI-Urban","Non-rice"
-0.036962655,"BI-Urban","Non-rice"
0.03349064,"BI-Urban","Non-rice"
0.073726266,"BI-Urban","Non-rice"
0.055699182,"BI-Urban","Non-rice"
0.033670861,"BI-Urban","Non-rice"
-0.100789222,"BI-Urban","Non-rice"
-0.048464429,"BI-Urban","Non-rice"
0.009695558,"BI-Urban","Non-rice"
0.039224556,"BI-Urban","Non-rice"
0.067319331,"BI-Urban","Non-rice"
0.057462509,"BI-Urban","Non-rice"
0.039889665,"BI-Urban","Non-rice"
0.042621994,"BI-Urban","Non-rice"
-0.020438382,"BI-Urban","Non-rice"
-0.020440389,"BI-Urban","Non-rice"
-0.061715105,"BI-Urban","Non-rice"
0.001552528,"BI-Urban","Non-rice"
0.055033374,"BI-Urban","Non-rice"
0.057296178,"BI-Urban","Non-rice"
0.065994435,"BI-Urban","Non-rice"
0.10072552,"BI-Urban","Non-rice"
-0.027375432,"BI-Urban","Non-rice"
-0.118507826,"BI-Urban","Non-rice"
0.072545412,"BI-Urban","Non-rice"
0.066186713,"BI-Urban","Non-rice"
0.08077264,"BI-Urban","Non-rice"
0.062099559,"BI-Urban","Non-rice"
-0.013029729,"BI-Urban","Non-rice"
0.023630456,"BI-Urban","Non-rice"
0.023628311,"BI-Urban","Non-rice"
0.008815928,"BI-Urban","Non-rice"
0.022025275,"BI-Urban","Non-rice"
0.090436227,"BI-Urban","Non-rice"
0.078705154,"BI-Urban","Non-rice"
0.034176789,"BI-Urban","Non-rice"
-0.041868701,"BI-Urban","Non-rice"
-0.091271322,"BI-Urban","Non-rice"
0.094200023,"BI-Urban","Non-rice"
0.00417445,"BI-Urban","Non-rice"
-0.017824772,"BI-Urban","Non-rice"
0.043323339,"BI-Urban","Non-rice"
0.043321164,"BI-Urban","Non-rice"
0.060858379,"BI-Urban","Non-rice"
-0.052039623,"BI-Urban","Non-rice"
0.05650697,"BI-Urban","Non-rice"
0.075382799,"BI-Urban","Non-rice"
0.095781461,"BI-Urban","Non-rice"
-0.097406569,"BI-Urban","Non-rice"
0.068491554,"BI-Urban","Non-rice"
0.094409135,"BI-Urban","Non-rice"
0.049159778,"BI-Urban","Non-rice"
0.049157644,"BI-Urban","Non-rice"
0.090223928,"BI-Urban","Non-rice"
0.069296537,"BI-Urban","Non-rice"
0.039665934,"BI-Urban","Non-rice"
0.025859817,"BI-Urban","Non-rice"
0.036101693,"BI-Urban","Non-rice"
0.033396064,"BI-Urban","Non-rice"
0.03339392,"BI-Urban","Non-rice"
0.089975989,"BI-Urban","Non-rice"
0.073457511,"BI-Urban","Non-rice"
-0.029554922,"BI-Urban","Non-rice"
-0.043600732,"BI-Urban","Non-rice"
-0.043602755,"BI-Urban","Non-rice"
-0.017475727,"BI-Urban","Non-rice"
-0.022653415,"BI-Urban","Non-rice"
-0.038041996,"BI-Urban","Non-rice"
-0.01880907,"BI-Urban","Non-rice"
-0.007638256,"BI-Urban","Non-rice"
-0.046596486,"BI-Urban","Non-rice"
0.042875963,"BI-Urban","Non-rice"
0.005827064,"BI-Urban","Non-rice"
0.003178996,"BI-Urban","Non-rice"
-0.05042813,"BI-Urban","Non-rice"
-0.015320821,"BI-Urban","Non-rice"
-0.008835907,"BI-Urban","Non-rice"
0.081195858,"BI-Urban","Non-rice"
-0.026785403,"BI-Urban","Non-rice"
0.05436006,"BI-Urban","Non-rice"
0.090793792,"BI-Urban","Non-rice"
0.047428949,"BI-Urban","Non-rice"
-0.032712932,"BI-Urban","Non-rice"
-0.048758007,"BI-Urban","Non-rice"
-0.048760672,"BI-Urban","Non-rice"
0.050380666,"BI-Urban","Non-rice"
0.028524291,"BI-Urban","Non-rice"
0.031362886,"BI-Urban","Non-rice"
0.020014188,"BI-Urban","Non-rice"
0.059429922,"BI-Urban","Non-rice"
-0.036412359,"BI-Urban","Non-rice"
-0.039889452,"BI-Urban","Non-rice"
0.062078302,"BI-Urban","Non-rice"
0.077435111,"BI-Urban","Non-rice"
0.091553211,"BI-Urban","Non-rice"
-0.078593748,"BI-Urban","Non-rice"
0.074091573,"BI-Urban","Non-rice"
0.053651346,"BI-Urban","Non-rice"
0.016417696,"BI-Urban","Non-rice"
-0.01186596,"BI-Urban","Non-rice"
-0.011868918,"BI-Urban","Non-rice"
0.033885445,"BI-Urban","Non-rice"
0.015940728,"BI-Urban","Non-rice"
0.045625189,"BI-Urban","Non-rice"
0.057991928,"BI-Urban","Non-rice"
0.090624705,"BI-Urban","Non-rice"
-0.007862046,"BI-Urban","Non-rice"
0.11636634,"BI-Urban","Non-rice"
0.116364162,"BI-Urban","Non-rice"
0.04533871,"BI-Urban","Non-rice"
0.018098119,"BI-Urban","Non-rice"
0.0033877,"BI-Urban","Non-rice"
0.031083753,"BI-Urban","Non-rice"
0.024042804,"BI-Urban","Non-rice"
0.000115,"BI-Urban","Non-rice"
0.031370938,"BI-Urban","Non-rice"
0.093274033,"BI-Urban","Non-rice"
0.085140177,"BI-Urban","Non-rice"
0.089729711,"BI-Urban","Non-rice"
0.054794528,"BI-Urban","Non-rice"
-0.019267356,"BI-Urban","Non-rice"
-0.037842501,"BI-Urban","Non-rice"
-0.037844857,"BI-Urban","Non-rice"
0.026152844,"BI-Urban","Non-rice"
0.074072044,"BI-Urban","Non-rice"
0.03149528,"BI-Urban","Non-rice"
0.051109267,"BI-Urban","Non-rice"
0.024595601,"BI-Urban","Non-rice"
-0.041485118,"BI-Urban","Non-rice"
0.078624695,"BI-Urban","Non-rice"
0.117866636,"BI-Urban","Non-rice"
0.117864462,"BI-Urban","Non-rice"
0.101021215,"BI-Urban","Non-rice"
0.065814893,"BI-Urban","Non-rice"
-0.0013241,"BI-Urban","Non-rice"
0.007834514,"BI-Urban","Non-rice"
0.110509177,"BI-Urban","Non-rice"
0.074400685,"BI-Urban","Non-rice"
-0.023496498,"BI-Urban","Non-rice"
0.021045267,"BI-Urban","Non-rice"
0.061736739,"BI-Urban","Non-rice"
0.072679005,"BI-Urban","Non-rice"
0.082768261,"BI-Urban","Non-rice"
0.070626831,"BI-Urban","Non-rice"
0.048923101,"BI-Urban","Non-rice"
0.049116458,"BI-Urban","Non-rice"
0.00647127,"BI-Urban","Non-rice"
0.00646913,"BI-Urban","Non-rice"
-0.039813828,"BI-Urban","Non-rice"
0.014503902,"BI-Urban","Non-rice"
0.028558013,"BI-Urban","Non-rice"
0.053833216,"BI-Urban","Non-rice"
0.068690213,"BI-Urban","Non-rice"
0.069672191,"BI-Urban","Non-rice"
0.09171852,"BI-Urban","Non-rice"
0.009025088,"BI-Urban","Non-rice"
0.028150002,"BI-Urban","Non-rice"
0.004070198,"BI-Urban","Non-rice"
0.00406784,"BI-Urban","Non-rice"
0.025266747,"BI-Urban","Non-rice"
0.025909555,"BI-Urban","Non-rice"
0.022997538,"BI-Urban","Non-rice"
0.045101595,"BI-Urban","Non-rice"
0.055519222,"BI-Urban","Non-rice"
0.018549761,"BI-Urban","Non-rice"
-0.067824619,"BI-Urban","Non-rice"
0.010620832,"BI-Urban","Non-rice"
0.01659089,"BI-Urban","Non-rice"
0.077894322,"BI-Urban","Non-rice"
0.075135722,"BI-Urban","Non-rice"
0.049262135,"BI-Urban","Non-rice"
0.087521863,"BI-Urban","Non-rice"
0.153411243,"BI-Urban","Non-rice"
0.202820896,"BI-Urban","Non-rice"
0.056403725,"BI-Urban","Non-rice"
0.0564019,"BI-Urban","Non-rice"
-0.06375255,"BI-Urban","Non-rice"
-0.001648388,"BI-Urban","Non-rice"
0.011034371,"BI-Urban","Non-rice"
0.069246029,"BI-Urban","Non-rice"
0.136998692,"BI-Urban","Non-rice"
0.097688397,"BI-Urban","Non-rice"
0.090774305,"BI-Urban","Non-rice"
0.029574701,"BI-Urban","Non-rice"
0.020594803,"BI-Urban","Non-rice"
0.028912366,"BI-Urban","Non-rice"
0.008471271,"BI-Urban","Non-rice"
0.008469021,"BI-Urban","Non-rice"
0.035977871,"BI-Urban","Non-rice"
0.042595482,"BI-Urban","Non-rice"
0.065754444,"BI-Urban","Non-rice"
0.06250903,"BI-Urban","Non-rice"
-0.021756102,"BI-Urban","Non-rice"
0.032766955,"BI-Urban","Non-rice"
-0.121214212,"BI-Urban","Non-rice"
0.055494411,"BI-Urban","Non-rice"
0.056878765,"BI-Urban","Non-rice"
0.037612225,"BI-Urban","Non-rice"
0.087343625,"BI-Urban","Non-rice"
0.067105304,"BI-Urban","Non-rice"
0.088378061,"BI-Urban","Non-rice"
0.119898815,"BI-Urban","Non-rice"
0.186388473,"BI-Urban","Non-rice"
0.169751227,"BI-Urban","Non-rice"
0.053950812,"BI-Urban","Non-rice"
0.053948869,"BI-Urban","Non-rice"
-0.082327365,"BI-Urban","Non-rice"
-0.05669019,"BI-Urban","Non-rice"
0.05054603,"BI-Urban","Non-rice"
0.097660857,"BI-Urban","Non-rice"
0.114216714,"BI-Urban","Non-rice"
0.087155906,"BI-Urban","Non-rice"
0.070408904,"BI-Urban","Non-rice"
0.067609788,"BI-Urban","Non-rice"
0.05475781,"BI-Urban","Non-rice"
0.073436686,"BI-Urban","Non-rice"
0.014516299,"BI-Urban","Non-rice"
0.063519702,"BI-Urban","Non-rice"
0.090090161,"BI-Urban","Non-rice"
0.090087787,"BI-Urban","Non-rice"
0.107116909,"BI-Urban","Non-rice"
0.069460785,"BI-Urban","Non-rice"
0.113005539,"BI-Urban","Non-rice"
0.08623425,"BI-Urban","Non-rice"
0.083172209,"BI-Urban","Non-rice"
-0.084410878,"BI-Urban","Non-rice"
-0.083644298,"BI-Urban","Non-rice"
-0.086459276,"BI-Urban","Non-rice"
0.032454699,"BI-Urban","Non-rice"
0.095468915,"BI-Urban","Non-rice"
0.09078188,"BI-Urban","Non-rice"
0.103467913,"BI-Urban","Non-rice"
0.10296811,"BI-Urban","Non-rice"
0.109261115,"BI-Urban","Non-rice"
0.061215911,"BI-Urban","Non-rice"
0.061213969,"BI-Urban","Non-rice"
-0.052630188,"BI-Urban","Non-rice"
-0.07178991,"BI-Urban","Non-rice"
0.022620501,"BI-Urban","Non-rice"
0.081638122,"BI-Urban","Non-rice"
0.117901309,"BI-Urban","Non-rice"
0.08221355,"BI-Urban","Non-rice"
0.074727839,"BI-Urban","Non-rice"
0.075879479,"BI-Urban","Non-rice"
0.079486821,"BI-Urban","Non-rice"
-0.015794947,"BI-Urban","Non-rice"
0.025240749,"BI-Urban","Non-rice"
0.057400808,"BI-Urban","Non-rice"
0.008095013,"BI-Urban","Non-rice"
0.032929159,"BI-Urban","Non-rice"
0.093589051,"BI-Urban","Non-rice"
0.093586686,"BI-Urban","Non-rice"
0.082444746,"BI-Urban","Non-rice"
0.12315911,"BI-Urban","Non-rice"
0.13357544,"BI-Urban","Non-rice"
0.102833665,"BI-Urban","Non-rice"
0.013880533,"BI-Urban","Non-rice"
-0.006771703,"BI-Urban","Non-rice"
0.019643246,"BI-Urban","Non-rice"
-0.010039098,"BI-Urban","Non-rice"
0.103964751,"BI-Urban","Non-rice"
0.102870679,"BI-Urban","Non-rice"
0.07308606,"BI-Urban","Non-rice"
0.087800995,"BI-Urban","Non-rice"
0.095623775,"BI-Urban","Non-rice"
0.079115834,"BI-Urban","Non-rice"
0.045887759,"BI-Urban","Non-rice"
0.045886124,"BI-Urban","Non-rice"
-0.078361211,"BI-Urban","Non-rice"
-0.07041987,"BI-Urban","Non-rice"
0.070935405,"BI-Urban","Non-rice"
0.050987346,"BI-Urban","Non-rice"
0.063872086,"BI-Urban","Non-rice"
0.061309945,"BI-Urban","Non-rice"
0.081198326,"BI-Urban","Non-rice"
0.080644569,"BI-Urban","Non-rice"
0.105655965,"BI-Urban","Non-rice"
0.085569442,"BI-Urban","Non-rice"
0.035166073,"BI-Urban","Non-rice"
-0.038249354,"BI-Urban","Non-rice"
0.011776142,"BI-Urban","Non-rice"
-0.048545573,"BI-Urban","Non-rice"
-0.013918101,"BI-Urban","Non-rice"
0.118700434,"BI-Urban","Non-rice"
0.118698081,"BI-Urban","Non-rice"
0.074305862,"BI-Urban","Non-rice"
0.088684204,"BI-Urban","Non-rice"
0.100338969,"BI-Urban","Non-rice"
0.049677677,"BI-Urban","Non-rice"
-0.020665838,"BI-Urban","Non-rice"
