"Value","Class","Type"
0.69140593,"NDWI-Water","Non-rice"
0.676960294,"NDWI-Water","Non-rice"
0.650376445,"NDWI-Water","Non-rice"
0.684402485,"NDWI-Water","Non-rice"
0.702771654,"NDWI-Water","Non-rice"
0.697266341,"NDWI-Water","Non-rice"
0.683889235,"NDWI-Water","Non-rice"
0.367486321,"NDWI-Water","Non-rice"
0.346347564,"NDWI-Water","Non-rice"
0.343683799,"NDWI-Water","Non-rice"
0.344359425,"NDWI-Water","Non-rice"
0.376972915,"NDWI-Water","Non-rice"
0.400600239,"NDWI-Water","Non-rice"
0.482224043,"NDWI-Water","Non-rice"
0.556552237,"NDWI-Water","Non-rice"
0.468091461,"NDWI-Water","Non-rice"
0.444383397,"NDWI-Water","Non-rice"
0.508502645,"NDWI-Water","Non-rice"
0.660820401,"NDWI-Water","Non-rice"
0.69614749,"NDWI-Water","Non-rice"
0.684168709,"NDWI-Water","Non-rice"
0.699760567,"NDWI-Water","Non-rice"
0.696636614,"NDWI-Water","Non-rice"
0.693231653,"NDWI-Water","Non-rice"
0.687756711,"NDWI-Water","Non-rice"
0.68236992,"NDWI-Water","Non-rice"
0.682370988,"NDWI-Water","Non-rice"
0.685805077,"NDWI-Water","Non-rice"
0.382623215,"NDWI-Water","Non-rice"
0.359376322,"NDWI-Water","Non-rice"
0.33086066,"NDWI-Water","Non-rice"
0.349823534,"NDWI-Water","Non-rice"
0.438213291,"NDWI-Water","Non-rice"
0.544781633,"NDWI-Water","Non-rice"
0.64784058,"NDWI-Water","Non-rice"
0.54093164,"NDWI-Water","Non-rice"
0.43571449,"NDWI-Water","Non-rice"
0.52080475,"NDWI-Water","Non-rice"
0.632008136,"NDWI-Water","Non-rice"
0.686566773,"NDWI-Water","Non-rice"
0.607141037,"NDWI-Water","Non-rice"
0.604206565,"NDWI-Water","Non-rice"
0.687987756,"NDWI-Water","Non-rice"
0.666802678,"NDWI-Water","Non-rice"
0.606315386,"NDWI-Water","Non-rice"
0.685666437,"NDWI-Water","Non-rice"
0.685667176,"NDWI-Water","Non-rice"
0.686450101,"NDWI-Water","Non-rice"
0.465011841,"NDWI-Water","Non-rice"
0.387746062,"NDWI-Water","Non-rice"
0.375323416,"NDWI-Water","Non-rice"
0.39516144,"NDWI-Water","Non-rice"
0.490330705,"NDWI-Water","Non-rice"
0.658125997,"NDWI-Water","Non-rice"
0.67913966,"NDWI-Water","Non-rice"
0.64797375,"NDWI-Water","Non-rice"
0.611411171,"NDWI-Water","Non-rice"
0.59899744,"NDWI-Water","Non-rice"
0.497666987,"NDWI-Water","Non-rice"
0.671572915,"NDWI-Water","Non-rice"
0.665925502,"NDWI-Water","Non-rice"
0.584613311,"NDWI-Water","Non-rice"
0.610777334,"NDWI-Water","Non-rice"
0.626611639,"NDWI-Water","Non-rice"
0.672008824,"NDWI-Water","Non-rice"
0.688887097,"NDWI-Water","Non-rice"
0.68888783,"NDWI-Water","Non-rice"
0.687551908,"NDWI-Water","Non-rice"
0.687419818,"NDWI-Water","Non-rice"
0.417152641,"NDWI-Water","Non-rice"
0.500813661,"NDWI-Water","Non-rice"
0.498498258,"NDWI-Water","Non-rice"
0.555623314,"NDWI-Water","Non-rice"
0.595405911,"NDWI-Water","Non-rice"
0.612902898,"NDWI-Water","Non-rice"
0.619149838,"NDWI-Water","Non-rice"
0.63748664,"NDWI-Water","Non-rice"
0.658136443,"NDWI-Water","Non-rice"
0.45639723,"NDWI-Water","Non-rice"
0.658413669,"NDWI-Water","Non-rice"
0.69263562,"NDWI-Water","Non-rice"
0.653118316,"NDWI-Water","Non-rice"
0.578182549,"NDWI-Water","Non-rice"
0.619103812,"NDWI-Water","Non-rice"
0.675868047,"NDWI-Water","Non-rice"
0.628243513,"NDWI-Water","Non-rice"
0.628244094,"NDWI-Water","Non-rice"
0.68131386,"NDWI-Water","Non-rice"
0.689828079,"NDWI-Water","Non-rice"
0.690565681,"NDWI-Water","Non-rice"
0.404029272,"NDWI-Water","Non-rice"
0.461174678,"NDWI-Water","Non-rice"
0.501215063,"NDWI-Water","Non-rice"
0.557413889,"NDWI-Water","Non-rice"
0.593624974,"NDWI-Water","Non-rice"
0.542325008,"NDWI-Water","Non-rice"
0.516273288,"NDWI-Water","Non-rice"
0.6438995,"NDWI-Water","Non-rice"
0.657341742,"NDWI-Water","Non-rice"
0.662582978,"NDWI-Water","Non-rice"
0.696207346,"NDWI-Water","Non-rice"
0.66375878,"NDWI-Water","Non-rice"
0.636535442,"NDWI-Water","Non-rice"
0.628109005,"NDWI-Water","Non-rice"
0.662200807,"NDWI-Water","Non-rice"
0.685216638,"NDWI-Water","Non-rice"
0.688346909,"NDWI-Water","Non-rice"
0.688347643,"NDWI-Water","Non-rice"
0.691349893,"NDWI-Water","Non-rice"
0.694583396,"NDWI-Water","Non-rice"
0.693145936,"NDWI-Water","Non-rice"
0.459943154,"NDWI-Water","Non-rice"
0.520867677,"NDWI-Water","Non-rice"
0.520869532,"NDWI-Water","Non-rice"
0.559414732,"NDWI-Water","Non-rice"
0.529122628,"NDWI-Water","Non-rice"
0.537707222,"NDWI-Water","Non-rice"
0.532046801,"NDWI-Water","Non-rice"
0.671521413,"NDWI-Water","Non-rice"
0.694490679,"NDWI-Water","Non-rice"
0.700199684,"NDWI-Water","Non-rice"
0.683653173,"NDWI-Water","Non-rice"
0.644823886,"NDWI-Water","Non-rice"
0.700074116,"NDWI-Water","Non-rice"
0.657047698,"NDWI-Water","Non-rice"
0.640679362,"NDWI-Water","Non-rice"
0.695919781,"NDWI-Water","Non-rice"
0.69037152,"NDWI-Water","Non-rice"
0.689152973,"NDWI-Water","Non-rice"
0.693383167,"NDWI-Water","Non-rice"
0.67194411,"NDWI-Water","Non-rice"
0.615624282,"NDWI-Water","Non-rice"
0.474539462,"NDWI-Water","Non-rice"
0.509664262,"NDWI-Water","Non-rice"
0.509666147,"NDWI-Water","Non-rice"
0.547964467,"NDWI-Water","Non-rice"
0.561862742,"NDWI-Water","Non-rice"
0.579832885,"NDWI-Water","Non-rice"
0.558272115,"NDWI-Water","Non-rice"
0.67493907,"NDWI-Water","Non-rice"
0.687552751,"NDWI-Water","Non-rice"
0.694784025,"NDWI-Water","Non-rice"
0.68960869,"NDWI-Water","Non-rice"
0.694438,"NDWI-Water","Non-rice"
0.690637642,"NDWI-Water","Non-rice"
0.595164673,"NDWI-Water","Non-rice"
0.623122718,"NDWI-Water","Non-rice"
0.696247233,"NDWI-Water","Non-rice"
0.688687834,"NDWI-Water","Non-rice"
0.683955342,"NDWI-Water","Non-rice"
0.691246651,"NDWI-Water","Non-rice"
0.692511782,"NDWI-Water","Non-rice"
0.663617605,"NDWI-Water","Non-rice"
0.475718685,"NDWI-Water","Non-rice"
0.475720655,"NDWI-Water","Non-rice"
0.541598366,"NDWI-Water","Non-rice"
0.56780057,"NDWI-Water","Non-rice"
0.55684293,"NDWI-Water","Non-rice"
0.539444191,"NDWI-Water","Non-rice"
0.670090244,"NDWI-Water","Non-rice"
0.682624356,"NDWI-Water","Non-rice"
0.692050831,"NDWI-Water","Non-rice"
0.692720681,"NDWI-Water","Non-rice"
0.687138444,"NDWI-Water","Non-rice"
0.676704001,"NDWI-Water","Non-rice"
0.641019964,"NDWI-Water","Non-rice"
0.618842456,"NDWI-Water","Non-rice"
0.686747626,"NDWI-Water","Non-rice"
0.696209151,"NDWI-Water","Non-rice"
0.693266614,"NDWI-Water","Non-rice"
0.689806254,"NDWI-Water","Non-rice"
0.687994336,"NDWI-Water","Non-rice"
0.683455833,"NDWI-Water","Non-rice"
0.680682567,"NDWI-Water","Non-rice"
0.531242405,"NDWI-Water","Non-rice"
0.531244063,"NDWI-Water","Non-rice"
0.556802681,"NDWI-Water","Non-rice"
0.593127253,"NDWI-Water","Non-rice"
0.583432448,"NDWI-Water","Non-rice"
0.524395087,"NDWI-Water","Non-rice"
0.568804482,"NDWI-Water","Non-rice"
0.595355922,"NDWI-Water","Non-rice"
0.68703344,"NDWI-Water","Non-rice"
0.688621518,"NDWI-Water","Non-rice"
0.688153391,"NDWI-Water","Non-rice"
0.680119412,"NDWI-Water","Non-rice"
0.675911569,"NDWI-Water","Non-rice"
0.657645348,"NDWI-Water","Non-rice"
0.680160942,"NDWI-Water","Non-rice"
0.669521603,"NDWI-Water","Non-rice"
0.68987214,"NDWI-Water","Non-rice"
0.685821797,"NDWI-Water","Non-rice"
0.686390697,"NDWI-Water","Non-rice"
0.677377857,"NDWI-Water","Non-rice"
0.680894074,"NDWI-Water","Non-rice"
0.545191991,"NDWI-Water","Non-rice"
0.563096576,"NDWI-Water","Non-rice"
0.594373601,"NDWI-Water","Non-rice"
0.587767237,"NDWI-Water","Non-rice"
0.557465279,"NDWI-Water","Non-rice"
0.572403099,"NDWI-Water","Non-rice"
0.598610878,"NDWI-Water","Non-rice"
0.684483526,"NDWI-Water","Non-rice"
0.68195506,"NDWI-Water","Non-rice"
0.684305137,"NDWI-Water","Non-rice"
0.685038894,"NDWI-Water","Non-rice"
0.687464229,"NDWI-Water","Non-rice"
0.690110505,"NDWI-Water","Non-rice"
0.675656703,"NDWI-Water","Non-rice"
0.650099912,"NDWI-Water","Non-rice"
0.693514686,"NDWI-Water","Non-rice"
0.691683619,"NDWI-Water","Non-rice"
0.689519035,"NDWI-Water","Non-rice"
0.673548322,"NDWI-Water","Non-rice"
0.67823925,"NDWI-Water","Non-rice"
0.66795153,"NDWI-Water","Non-rice"
0.564354662,"NDWI-Water","Non-rice"
0.585848579,"NDWI-Water","Non-rice"
0.596736508,"NDWI-Water","Non-rice"
0.595765142,"NDWI-Water","Non-rice"
0.582077099,"NDWI-Water","Non-rice"
0.580482863,"NDWI-Water","Non-rice"
0.597624448,"NDWI-Water","Non-rice"
0.680319666,"NDWI-Water","Non-rice"
0.681815587,"NDWI-Water","Non-rice"
0.686802112,"NDWI-Water","Non-rice"
0.691621297,"NDWI-Water","Non-rice"
0.691163921,"NDWI-Water","Non-rice"
0.693695034,"NDWI-Water","Non-rice"
0.690357019,"NDWI-Water","Non-rice"
0.69593526,"NDWI-Water","Non-rice"
0.693354634,"NDWI-Water","Non-rice"
0.692812364,"NDWI-Water","Non-rice"
0.68898595,"NDWI-Water","Non-rice"
0.674693367,"NDWI-Water","Non-rice"
0.672654022,"NDWI-Water","Non-rice"
0.669531576,"NDWI-Water","Non-rice"
0.605246527,"NDWI-Water","Non-rice"
0.594504111,"NDWI-Water","Non-rice"
0.593508339,"NDWI-Water","Non-rice"
0.589196345,"NDWI-Water","Non-rice"
0.587177722,"NDWI-Water","Non-rice"
0.599958212,"NDWI-Water","Non-rice"
0.682458888,"NDWI-Water","Non-rice"
0.686357422,"NDWI-Water","Non-rice"
0.682145379,"NDWI-Water","Non-rice"
0.684494904,"NDWI-Water","Non-rice"
0.685146565,"NDWI-Water","Non-rice"
0.690729509,"NDWI-Water","Non-rice"
0.69334346,"NDWI-Water","Non-rice"
0.689961116,"NDWI-Water","Non-rice"
0.689961847,"NDWI-Water","Non-rice"
0.693757033,"NDWI-Water","Non-rice"
0.691058082,"NDWI-Water","Non-rice"
0.679044243,"NDWI-Water","Non-rice"
0.672507655,"NDWI-Water","Non-rice"
0.67604458,"NDWI-Water","Non-rice"
0.689400061,"NDWI-Water","Non-rice"
0.608102028,"NDWI-Water","Non-rice"
0.595647003,"NDWI-Water","Non-rice"
0.573600246,"NDWI-Water","Non-rice"
0.582085575,"NDWI-Water","Non-rice"
0.588958214,"NDWI-Water","Non-rice"
0.599824318,"NDWI-Water","Non-rice"
0.685454722,"NDWI-Water","Non-rice"
0.689678423,"NDWI-Water","Non-rice"
0.676765089,"NDWI-Water","Non-rice"
0.678758997,"NDWI-Water","Non-rice"
0.679989864,"NDWI-Water","Non-rice"
0.690771657,"NDWI-Water","Non-rice"
0.698505602,"NDWI-Water","Non-rice"
0.678648099,"NDWI-Water","Non-rice"
0.678649179,"NDWI-Water","Non-rice"
0.678989823,"NDWI-Water","Non-rice"
0.666047659,"NDWI-Water","Non-rice"
0.637161777,"NDWI-Water","Non-rice"
0.664969185,"NDWI-Water","Non-rice"
0.663466809,"NDWI-Water","Non-rice"
0.681805703,"NDWI-Water","Non-rice"
0.68005398,"NDWI-Water","Non-rice"
0.607987183,"NDWI-Water","Non-rice"
0.588217328,"NDWI-Water","Non-rice"
0.593881019,"NDWI-Water","Non-rice"
0.59717151,"NDWI-Water","Non-rice"
0.599821952,"NDWI-Water","Non-rice"
0.687897443,"NDWI-Water","Non-rice"
0.692980445,"NDWI-Water","Non-rice"
0.680711044,"NDWI-Water","Non-rice"
0.663948945,"NDWI-Water","Non-rice"
0.675980172,"NDWI-Water","Non-rice"
0.677092992,"NDWI-Water","Non-rice"
0.683514264,"NDWI-Water","Non-rice"
0.616103265,"NDWI-Water","Non-rice"
0.616104145,"NDWI-Water","Non-rice"
0.640025485,"NDWI-Water","Non-rice"
0.613515294,"NDWI-Water","Non-rice"
0.616995748,"NDWI-Water","Non-rice"
0.646969463,"NDWI-Water","Non-rice"
0.643339422,"NDWI-Water","Non-rice"
0.666568462,"NDWI-Water","Non-rice"
0.666956621,"NDWI-Water","Non-rice"
0.609212706,"NDWI-Water","Non-rice"
0.609767571,"NDWI-Water","Non-rice"
0.611766786,"NDWI-Water","Non-rice"
0.60728342,"NDWI-Water","Non-rice"
0.60502973,"NDWI-Water","Non-rice"
0.68658141,"NDWI-Water","Non-rice"
0.68965999,"NDWI-Water","Non-rice"
0.678094682,"NDWI-Water","Non-rice"
0.665937345,"NDWI-Water","Non-rice"
0.670873245,"NDWI-Water","Non-rice"
0.680005286,"NDWI-Water","Non-rice"
0.67243059,"NDWI-Water","Non-rice"
0.629062245,"NDWI-Water","Non-rice"
0.629063819,"NDWI-Water","Non-rice"
0.621702861,"NDWI-Water","Non-rice"
0.605427644,"NDWI-Water","Non-rice"
0.615527006,"NDWI-Water","Non-rice"
0.615825061,"NDWI-Water","Non-rice"
0.670988444,"NDWI-Water","Non-rice"
0.664080359,"NDWI-Water","Non-rice"
0.653038647,"NDWI-Water","Non-rice"
0.640810413,"NDWI-Water","Non-rice"
0.623697623,"NDWI-Water","Non-rice"
0.627726381,"NDWI-Water","Non-rice"
0.615931744,"NDWI-Water","Non-rice"
0.607174637,"NDWI-Water","Non-rice"
0.682392702,"NDWI-Water","Non-rice"
0.686612921,"NDWI-Water","Non-rice"
0.679381228,"NDWI-Water","Non-rice"
0.671898908,"NDWI-Water","Non-rice"
0.672473032,"NDWI-Water","Non-rice"
0.683451175,"NDWI-Water","Non-rice"
0.680749692,"NDWI-Water","Non-rice"
0.643059448,"NDWI-Water","Non-rice"
0.643060301,"NDWI-Water","Non-rice"
0.594503474,"NDWI-Water","Non-rice"
0.624870606,"NDWI-Water","Non-rice"
0.617083334,"NDWI-Water","Non-rice"
0.622401165,"NDWI-Water","Non-rice"
0.680096103,"NDWI-Water","Non-rice"
0.671435665,"NDWI-Water","Non-rice"
0.661817821,"NDWI-Water","Non-rice"
0.656646154,"NDWI-Water","Non-rice"
0.626493009,"NDWI-Water","Non-rice"
0.6284172,"NDWI-Water","Non-rice"
0.621949006,"NDWI-Water","Non-rice"
0.611141614,"NDWI-Water","Non-rice"
0.681916862,"NDWI-Water","Non-rice"
0.681305266,"NDWI-Water","Non-rice"
0.679916438,"NDWI-Water","Non-rice"
0.680977027,"NDWI-Water","Non-rice"
0.681917432,"NDWI-Water","Non-rice"
0.684850798,"NDWI-Water","Non-rice"
0.675794582,"NDWI-Water","Non-rice"
0.594515912,"NDWI-Water","Non-rice"
0.594516813,"NDWI-Water","Non-rice"
0.603524075,"NDWI-Water","Non-rice"
0.6367476,"NDWI-Water","Non-rice"
0.676077128,"NDWI-Water","Non-rice"
0.679524234,"NDWI-Water","Non-rice"
0.694486995,"NDWI-Water","Non-rice"
0.681054175,"NDWI-Water","Non-rice"
0.669617303,"NDWI-Water","Non-rice"
0.675253744,"NDWI-Water","Non-rice"
0.670668467,"NDWI-Water","Non-rice"
0.626844096,"NDWI-Water","Non-rice"
0.62328418,"NDWI-Water","Non-rice"
0.613350981,"NDWI-Water","Non-rice"
0.681104976,"NDWI-Water","Non-rice"
0.682860422,"NDWI-Water","Non-rice"
0.680664066,"NDWI-Water","Non-rice"
0.687821688,"NDWI-Water","Non-rice"
0.684633025,"NDWI-Water","Non-rice"
0.686626074,"NDWI-Water","Non-rice"
0.682708421,"NDWI-Water","Non-rice"
0.681441909,"NDWI-Water","Non-rice"
0.610850226,"NDWI-Water","Non-rice"
0.613599213,"NDWI-Water","Non-rice"
0.612216726,"NDWI-Water","Non-rice"
0.696555726,"NDWI-Water","Non-rice"
0.699729741,"NDWI-Water","Non-rice"
0.628390789,"NDWI-Water","Non-rice"
0.62289855,"NDWI-Water","Non-rice"
0.692865864,"NDWI-Water","Non-rice"
0.685782754,"NDWI-Water","Non-rice"
0.681432205,"NDWI-Water","Non-rice"
0.679155499,"NDWI-Water","Non-rice"
0.844813478,"NDWI-Water","Non-rice"
0.846481461,"NDWI-Water","Non-rice"
0.848199551,"NDWI-Water","Non-rice"
0.845173179,"NDWI-Water","Non-rice"
0.851682138,"NDWI-Water","Non-rice"
0.844814332,"NDWI-Water","Non-rice"
0.847229,"NDWI-Water","Non-rice"
0.846853815,"NDWI-Water","Non-rice"
0.850192446,"NDWI-Water","Non-rice"
0.852044352,"NDWI-Water","Non-rice"
0.859014718,"NDWI-Water","Non-rice"
0.874820469,"NDWI-Water","Non-rice"
0.856824512,"NDWI-Water","Non-rice"
0.848888651,"NDWI-Water","Non-rice"
0.848889109,"NDWI-Water","Non-rice"
0.845927185,"NDWI-Water","Non-rice"
0.847618409,"NDWI-Water","Non-rice"
0.848778191,"NDWI-Water","Non-rice"
0.854025003,"NDWI-Water","Non-rice"
0.833183787,"NDWI-Water","Non-rice"
0.830084152,"NDWI-Water","Non-rice"
0.836762914,"NDWI-Water","Non-rice"
0.829720093,"NDWI-Water","Non-rice"
0.828273413,"NDWI-Water","Non-rice"
0.808955388,"NDWI-Water","Non-rice"
0.817680379,"NDWI-Water","Non-rice"
0.822538085,"NDWI-Water","Non-rice"
0.822695689,"NDWI-Water","Non-rice"
0.793746983,"NDWI-Water","Non-rice"
0.787536488,"NDWI-Water","Non-rice"
0.796737959,"NDWI-Water","Non-rice"
0.778600196,"NDWI-Water","Non-rice"
0.769093547,"NDWI-Water","Non-rice"
0.785320332,"NDWI-Water","Non-rice"
0.773997198,"NDWI-Water","Non-rice"
0.785583696,"NDWI-Water","Non-rice"
0.76228292,"NDWI-Water","Non-rice"
0.804562828,"NDWI-Water","Non-rice"
0.798642082,"NDWI-Water","Non-rice"
0.861154747,"NDWI-Water","Non-rice"
0.858453645,"NDWI-Water","Non-rice"
0.844283092,"NDWI-Water","Non-rice"
0.840965266,"NDWI-Water","Non-rice"
0.842759921,"NDWI-Water","Non-rice"
0.846286553,"NDWI-Water","Non-rice"
0.844391284,"NDWI-Water","Non-rice"
0.844449422,"NDWI-Water","Non-rice"
0.842502561,"NDWI-Water","Non-rice"
0.846621384,"NDWI-Water","Non-rice"
0.846874805,"NDWI-Water","Non-rice"
0.845418631,"NDWI-Water","Non-rice"
0.842926704,"NDWI-Water","Non-rice"
0.849899715,"NDWI-Water","Non-rice"
0.854257187,"NDWI-Water","Non-rice"
0.858923612,"NDWI-Water","Non-rice"
0.874798537,"NDWI-Water","Non-rice"
0.859780196,"NDWI-Water","Non-rice"
0.855484733,"NDWI-Water","Non-rice"
0.855485186,"NDWI-Water","Non-rice"
0.847545841,"NDWI-Water","Non-rice"
0.846032667,"NDWI-Water","Non-rice"
0.84350866,"NDWI-Water","Non-rice"
0.843146188,"NDWI-Water","Non-rice"
0.845434927,"NDWI-Water","Non-rice"
0.844319762,"NDWI-Water","Non-rice"
0.849614424,"NDWI-Water","Non-rice"
0.830371177,"NDWI-Water","Non-rice"
0.818665358,"NDWI-Water","Non-rice"
0.814052097,"NDWI-Water","Non-rice"
0.811390111,"NDWI-Water","Non-rice"
0.822942844,"NDWI-Water","Non-rice"
0.818352461,"NDWI-Water","Non-rice"
0.813812204,"NDWI-Water","Non-rice"
0.804049387,"NDWI-Water","Non-rice"
0.780878539,"NDWI-Water","Non-rice"
0.741748308,"NDWI-Water","Non-rice"
0.764242236,"NDWI-Water","Non-rice"
0.794135795,"NDWI-Water","Non-rice"
0.792545661,"NDWI-Water","Non-rice"
0.770205998,"NDWI-Water","Non-rice"
0.766753798,"NDWI-Water","Non-rice"
0.766878637,"NDWI-Water","Non-rice"
0.771958379,"NDWI-Water","Non-rice"
0.809756117,"NDWI-Water","Non-rice"
0.809756864,"NDWI-Water","Non-rice"
0.816910205,"NDWI-Water","Non-rice"
0.818688733,"NDWI-Water","Non-rice"
0.849442807,"NDWI-Water","Non-rice"
0.849443283,"NDWI-Water","Non-rice"
0.846908481,"NDWI-Water","Non-rice"
0.844915187,"NDWI-Water","Non-rice"
0.848315838,"NDWI-Water","Non-rice"
0.849244187,"NDWI-Water","Non-rice"
0.848471144,"NDWI-Water","Non-rice"
0.846687794,"NDWI-Water","Non-rice"
0.844378921,"NDWI-Water","Non-rice"
0.846874739,"NDWI-Water","Non-rice"
0.84819776,"NDWI-Water","Non-rice"
0.857419356,"NDWI-Water","Non-rice"
0.868256646,"NDWI-Water","Non-rice"
0.859040779,"NDWI-Water","Non-rice"
0.858860403,"NDWI-Water","Non-rice"
0.850197733,"NDWI-Water","Non-rice"
0.849924194,"NDWI-Water","Non-rice"
0.847143542,"NDWI-Water","Non-rice"
0.844446864,"NDWI-Water","Non-rice"
0.839096461,"NDWI-Water","Non-rice"
0.845753075,"NDWI-Water","Non-rice"
0.860377252,"NDWI-Water","Non-rice"
0.860111096,"NDWI-Water","Non-rice"
0.857415722,"NDWI-Water","Non-rice"
0.854367028,"NDWI-Water","Non-rice"
0.834118814,"NDWI-Water","Non-rice"
0.827325748,"NDWI-Water","Non-rice"
0.836416949,"NDWI-Water","Non-rice"
0.81292665,"NDWI-Water","Non-rice"
0.791700559,"NDWI-Water","Non-rice"
0.793331839,"NDWI-Water","Non-rice"
0.78398117,"NDWI-Water","Non-rice"
0.773052745,"NDWI-Water","Non-rice"
0.757976742,"NDWI-Water","Non-rice"
0.769467832,"NDWI-Water","Non-rice"
0.779901051,"NDWI-Water","Non-rice"
0.762904651,"NDWI-Water","Non-rice"
0.769746343,"NDWI-Water","Non-rice"
0.755832659,"NDWI-Water","Non-rice"
0.750190752,"NDWI-Water","Non-rice"
0.812253356,"NDWI-Water","Non-rice"
0.803759934,"NDWI-Water","Non-rice"
0.81852709,"NDWI-Water","Non-rice"
0.825715414,"NDWI-Water","Non-rice"
0.82571586,"NDWI-Water","Non-rice"
0.847421858,"NDWI-Water","Non-rice"
0.845479973,"NDWI-Water","Non-rice"
0.848229016,"NDWI-Water","Non-rice"
0.848914181,"NDWI-Water","Non-rice"
0.85224911,"NDWI-Water","Non-rice"
0.850499869,"NDWI-Water","Non-rice"
0.84160943,"NDWI-Water","Non-rice"
0.84905469,"NDWI-Water","Non-rice"
0.846078733,"NDWI-Water","Non-rice"
0.855323428,"NDWI-Water","Non-rice"
0.870772515,"NDWI-Water","Non-rice"
0.868259559,"NDWI-Water","Non-rice"
0.870890905,"NDWI-Water","Non-rice"
0.870891816,"NDWI-Water","Non-rice"
0.865873549,"NDWI-Water","Non-rice"
0.858081466,"NDWI-Water","Non-rice"
0.854921855,"NDWI-Water","Non-rice"
0.853676305,"NDWI-Water","Non-rice"
0.84321727,"NDWI-Water","Non-rice"
0.827813793,"NDWI-Water","Non-rice"
0.86291775,"NDWI-Water","Non-rice"
0.859373591,"NDWI-Water","Non-rice"
0.844217524,"NDWI-Water","Non-rice"
0.82908051,"NDWI-Water","Non-rice"
0.83406628,"NDWI-Water","Non-rice"
0.825640297,"NDWI-Water","Non-rice"
0.804750556,"NDWI-Water","Non-rice"
0.804924506,"NDWI-Water","Non-rice"
0.804924997,"NDWI-Water","Non-rice"
0.797218403,"NDWI-Water","Non-rice"
0.771108254,"NDWI-Water","Non-rice"
0.777614976,"NDWI-Water","Non-rice"
0.7665204,"NDWI-Water","Non-rice"
0.764224721,"NDWI-Water","Non-rice"
0.763938982,"NDWI-Water","Non-rice"
0.768213601,"NDWI-Water","Non-rice"
0.766536385,"NDWI-Water","Non-rice"
0.763377433,"NDWI-Water","Non-rice"
0.808467601,"NDWI-Water","Non-rice"
0.809584609,"NDWI-Water","Non-rice"
0.813840893,"NDWI-Water","Non-rice"
0.844351081,"NDWI-Water","Non-rice"
0.844351663,"NDWI-Water","Non-rice"
0.867170083,"NDWI-Water","Non-rice"
0.860771992,"NDWI-Water","Non-rice"
0.843587623,"NDWI-Water","Non-rice"
0.841390432,"NDWI-Water","Non-rice"
0.846756258,"NDWI-Water","Non-rice"
0.849319532,"NDWI-Water","Non-rice"
0.849230872,"NDWI-Water","Non-rice"
0.84654303,"NDWI-Water","Non-rice"
0.852919399,"NDWI-Water","Non-rice"
0.852340684,"NDWI-Water","Non-rice"
0.870537064,"NDWI-Water","Non-rice"
0.87077312,"NDWI-Water","Non-rice"
0.864328239,"NDWI-Water","Non-rice"
0.870891965,"NDWI-Water","Non-rice"
0.867182035,"NDWI-Water","Non-rice"
0.857953877,"NDWI-Water","Non-rice"
0.851778722,"NDWI-Water","Non-rice"
0.853937564,"NDWI-Water","Non-rice"
0.847706696,"NDWI-Water","Non-rice"
0.848247493,"NDWI-Water","Non-rice"
0.850679917,"NDWI-Water","Non-rice"
0.842030337,"NDWI-Water","Non-rice"
0.839089092,"NDWI-Water","Non-rice"
0.831318238,"NDWI-Water","Non-rice"
0.835363452,"NDWI-Water","Non-rice"
0.830974735,"NDWI-Water","Non-rice"
0.81089019,"NDWI-Water","Non-rice"
0.801819656,"NDWI-Water","Non-rice"
0.801820404,"NDWI-Water","Non-rice"
0.78932883,"NDWI-Water","Non-rice"
0.783791065,"NDWI-Water","Non-rice"
0.769539114,"NDWI-Water","Non-rice"
0.773884129,"NDWI-Water","Non-rice"
0.774475129,"NDWI-Water","Non-rice"
0.771307106,"NDWI-Water","Non-rice"
0.763539633,"NDWI-Water","Non-rice"
0.769838269,"NDWI-Water","Non-rice"
0.758768895,"NDWI-Water","Non-rice"
0.808887487,"NDWI-Water","Non-rice"
0.807067268,"NDWI-Water","Non-rice"
0.815497781,"NDWI-Water","Non-rice"
0.818319857,"NDWI-Water","Non-rice"
0.810977335,"NDWI-Water","Non-rice"
0.840487214,"NDWI-Water","Non-rice"
0.858987208,"NDWI-Water","Non-rice"
0.85172259,"NDWI-Water","Non-rice"
0.843959404,"NDWI-Water","Non-rice"
0.849071822,"NDWI-Water","Non-rice"
0.848381825,"NDWI-Water","Non-rice"
0.853248013,"NDWI-Water","Non-rice"
0.849781812,"NDWI-Water","Non-rice"
0.849809483,"NDWI-Water","Non-rice"
0.846483735,"NDWI-Water","Non-rice"
0.866694653,"NDWI-Water","Non-rice"
0.86229179,"NDWI-Water","Non-rice"
0.862541532,"NDWI-Water","Non-rice"
0.863836428,"NDWI-Water","Non-rice"
0.863836907,"NDWI-Water","Non-rice"
0.864084291,"NDWI-Water","Non-rice"
0.865063496,"NDWI-Water","Non-rice"
0.859858484,"NDWI-Water","Non-rice"
0.850946943,"NDWI-Water","Non-rice"
0.845543796,"NDWI-Water","Non-rice"
0.837481563,"NDWI-Water","Non-rice"
0.822989537,"NDWI-Water","Non-rice"
0.825035338,"NDWI-Water","Non-rice"
0.827463025,"NDWI-Water","Non-rice"
0.832195537,"NDWI-Water","Non-rice"
0.827668791,"NDWI-Water","Non-rice"
0.808280746,"NDWI-Water","Non-rice"
0.794059109,"NDWI-Water","Non-rice"
0.80321952,"NDWI-Water","Non-rice"
